,0,1,2
0,1303.083993816682,4902.713366922265,4094.264142862709
1,-5463.157399366023,-1291.0372088067547,-2954.081046317233
2,5329.608070273321,883.6841909317519,-3474.7504009613303
3,-335.9573535079529,-5310.44918315509,3651.5638221885433
4,-5029.693850084956,-1543.4957938594912,3771.8746433792617
5,-3631.535729199077,3745.5974161408935,-3833.617615496479
6,-3833.5624477681176,4049.617999575314,3053.0610250604354
7,-2002.2551728358833,-4703.700582403831,-4015.0817456123477
8,4917.025531381172,2196.170927628489,3481.557812592312
9,1213.8650962685422,5248.6710229718765,-3514.5259898580575
10,4453.809177695441,-3021.0567627639066,3493.5843149412312
11,3066.778999697061,-4405.53675332607,-3535.1813150116272
